record_id,phone,account_number,call_time,call_hour,call_result,age,mortgage_balance,tenure,account_holdings,retained,age_group,balance_group,tenure_group
752,871586431,ACC571087,15/04/2025 13:00,13,abandoned,61,417323.9834,0,3,0,51-75,High,New
753,820244470,ACC204279,17/04/2025 10:20,10,answering machine,59,251721.977,8.859256163,3,0,51-75,Medium-Low,Established
754,866897921,ACC238347,02/04/2025 10:58,10,answering machine,75,404303.6074,5.034699679,3,0,51-75,High,Established
755,820452664,ACC325637,11/04/2025 10:55,10,answer,34,222148.21,21.78965359,4,1,25-35,Medium-Low,Long-term
756,853739814,ACC851983,21/04/2025 14:50,14,answer,57,107652.5488,12.37909677,4,1,51-75,Low,Loyal
757,881307373,ACC416652,23/04/2025 10:33,10,answer,45,446512.5088,6.971008504,2,0,36-50,High,Established
758,880352345,ACC582731,17/04/2025 11:17,11,answering machine,29,170970.8555,15.99131323,4,0,25-35,Low,Loyal
759,847403794,ACC512987,14/04/2025 09:41,9,answer,44,82573.39088,8.809663118,5,1,36-50,Low,Established
760,820529866,ACC973603,17/04/2025 15:29,15,callback error,65,268373.4787,20.83624958,4,1,51-75,Medium-Low,Long-term
761,879868661,ACC563663,28/04/2025 12:02,12,answering machine,55,247205.786,0,4,0,51-75,Medium-Low,New
762,846743335,ACC792593,29/04/2025 10:59,10,answer,44,201413.0747,0.577938221,2,1,36-50,Low,New
763,853805709,ACC850146,02/04/2025 13:27,13,answer,66,246143.4922,17.93088483,3,1,51-75,Medium-Low,Long-term
764,876906583,ACC221830,07/04/2025 10:10,10,silence,27,329513.3619,23.60245231,1,0,25-35,Medium-High,Long-term
765,894803293,ACC327450,17/04/2025 13:37,13,wrong party,27,284834.5667,18.73747718,4,0,25-35,Medium-High,Long-term
766,834973972,ACC673852,01/04/2025 11:43,11,wrong number,25,185305.1582,21.37462801,3,1,25-35,Low,Long-term
767,889264443,ACC296710,10/04/2025 13:26,13,answer,54,305941.2425,7.361149168,3,0,51-75,Medium-High,Established
768,840069828,ACC894309,18/04/2025 16:17,16,answer,50,316601.7325,6.83975668,1,0,36-50,Medium-High,Established
769,876691040,ACC658276,04/04/2025 12:08,12,no answer,61,72450.77069,2.564223096,5,1,51-75,Low,New
770,815132281,ACC523406,03/04/2025 09:21,9,answer,48,245096.3476,0,2,0,36-50,Medium-Low,New
771,895533884,ACC296890,14/04/2025 13:46,13,answering machine,38,116529.6312,13.82170215,4,1,36-50,Low,Loyal
772,869598108,ACC985730,22/04/2025 13:16,13,no answer,51,474814.7327,16.98113614,3,0,51-75,High,Long-term
773,826125441,ACC784340,24/04/2025 09:00,9,answer,48,158026.9599,20.70131409,4,1,36-50,Low,Long-term
774,883948511,ACC169541,03/04/2025 12:43,12,cancel record,28,272377.9487,12.86491263,2,0,25-35,Medium-High,Loyal
775,847896577,ACC459001,02/04/2025 10:32,10,no answer,75,211883.0767,21.32918924,2,1,51-75,Medium-Low,Long-term
776,821513054,ACC333423,01/04/2025 13:55,13,answer,49,189332.2624,13.99948615,5,1,36-50,Low,Loyal
777,891472676,ACC627965,07/04/2025 09:31,9,answer,46,385302.6729,15.23540088,4,1,36-50,High,Loyal
778,817930978,ACC633761,17/04/2025 16:37,16,no answer,50,299610.2958,6.867705461,2,0,36-50,Medium-High,Established
779,876306356,ACC881570,28/04/2025 16:28,16,answer,51,113617.8394,27.83716251,3,1,51-75,Low,Long-term
780,830942751,ACC322667,08/04/2025 11:46,11,no answer,41,356438.3762,16.06553635,3,1,36-50,High,Loyal
781,865286055,ACC336368,07/04/2025 09:10,9,answer,37,344153.942,2.625244947,4,1,36-50,High,New
782,892165500,ACC516718,28/04/2025 11:17,11,answer,50,210758.8176,2.863216716,3,1,36-50,Medium-Low,New
783,827036319,ACC488713,11/04/2025 16:12,16,dropped,75,451604.9608,9.906269505,1,0,51-75,High,Established
784,899517870,ACC359682,16/04/2025 12:28,12,no answer,37,269566.9958,0.514036592,3,1,36-50,Medium-High,New
785,851386141,ACC707410,28/04/2025 10:31,10,dropped,60,400566.7343,25.795961,4,0,51-75,High,Long-term
786,816500582,ACC149587,04/04/2025 09:09,9,no answer,58,266867.7707,0,1,0,51-75,Medium-Low,New
787,851821406,ACC782755,21/04/2025 15:13,15,answer,52,250091.1492,22.92605485,4,1,51-75,Medium-Low,Long-term
788,818229925,ACC453721,28/04/2025 16:33,16,cancel record,62,230061.359,13.07727361,2,0,51-75,Medium-Low,Loyal
789,890606711,ACC999244,21/04/2025 16:20,16,answer,45,82692.49668,17.97065818,3,1,36-50,Low,Long-term
790,857202413,ACC697363,29/04/2025 15:15,15,abandoned,48,378140.4686,14.88841142,5,1,36-50,High,Loyal
791,845574291,ACC918864,01/04/2025 14:00,14,no answer,57,188081.0635,23.26261651,3,0,51-75,Low,Long-term
792,825563262,ACC965490,09/04/2025 16:25,16,dropped,37,278168.9748,15.05312002,4,1,36-50,Medium-High,Loyal
793,811460435,ACC666804,21/04/2025 13:07,13,no answer,46,115920.2811,2.478580866,4,0,36-50,Low,New
794,818241915,ACC827910,30/04/2025 12:25,12,answer,49,249690.5202,0,1,0,36-50,Medium-Low,New
795,814276465,ACC725128,07/04/2025 09:26,9,answer,32,277906.7562,12.19847764,1,1,25-35,Medium-High,Loyal
796,825746004,ACC230886,23/04/2025 15:51,15,answer,75,237101.0265,6.958302656,4,1,51-75,Medium-Low,Established
797,822229743,ACC824830,28/04/2025 13:41,13,no answer,37,376087.2215,0,1,1,36-50,High,New
798,852889700,ACC750823,25/04/2025 15:38,15,answer,27,209795.3759,12.04769669,1,1,25-35,Medium-Low,Loyal
799,846280718,ACC571105,10/04/2025 09:11,9,answer,58,323920.7135,7.926641272,5,0,51-75,Medium-High,Established
800,888749866,ACC887715,28/04/2025 11:51,11,no answer,59,415242.9762,6.857057508,1,0,51-75,High,Established
801,891825913,ACC416497,28/04/2025 09:08,9,dropped,30,176199.7562,19.38881062,3,1,25-35,Low,Long-term
802,899654093,ACC952677,09/04/2025 14:35,14,answer,56,300349.0698,19.41456866,5,1,51-75,Medium-High,Long-term
803,869198144,ACC514719,07/04/2025 09:22,9,answering machine,61,257081.381,18.28377324,1,1,51-75,Medium-Low,Long-term
804,895913517,ACC934911,03/04/2025 09:51,9,no answer,42,274937.6233,7.509850052,2,0,36-50,Medium-High,Established
805,834820416,ACC535960,16/04/2025 14:04,14,answer,75,253503.4392,12.81687077,2,1,51-75,Medium-Low,Loyal
806,861939448,ACC180621,29/04/2025 12:25,12,answer,25,251574.6494,12.32382062,3,1,25-35,Medium-Low,Loyal
807,875167856,ACC686682,14/04/2025 16:36,16,answer,56,266677.5571,0,2,1,51-75,Medium-Low,New
808,855953709,ACC238573,21/04/2025 09:50,9,answer,60,272971.8502,12.39999594,2,1,51-75,Medium-High,Loyal
809,821100117,ACC152662,04/04/2025 14:18,14,stale,56,368245.3756,24.02994098,5,0,51-75,High,Long-term
810,843311029,ACC596407,07/04/2025 13:30,13,no answer,47,353947.1436,7.273099447,3,0,36-50,High,Established
811,842905490,ACC876774,25/04/2025 11:11,11,abandoned,42,318474.6426,0,4,0,36-50,Medium-High,New
812,891234274,ACC411679,24/04/2025 11:42,11,answering machine,65,416248.9069,4.047676173,2,0,51-75,High,Established
813,866351619,ACC888591,09/04/2025 09:41,9,wrong party,57,272076.0601,0,3,1,51-75,Medium-High,New
814,852524950,ACC919346,21/04/2025 12:39,12,wrong party,53,295447.448,15.76934208,4,0,51-75,Medium-High,Loyal
815,871254240,ACC460928,01/04/2025 12:29,12,answer,58,181118.6884,13.17420092,2,0,51-75,Low,Loyal
816,885328739,ACC431138,21/04/2025 13:43,13,answer,34,368409.4337,7.666729789,3,1,25-35,High,Established
817,837884776,ACC794212,29/04/2025 09:33,9,no answer,42,50000,7.103629074,4,1,36-50,Low,Established
818,890939042,ACC601778,21/04/2025 11:39,11,answer,32,228644.8831,10.21989166,5,1,25-35,Medium-Low,Loyal
819,881234297,ACC175317,07/04/2025 12:46,12,answer,38,315036.1659,13.56426425,5,1,36-50,Medium-High,Loyal
820,832212735,ACC289217,24/04/2025 09:11,9,no answer,61,186374.1312,1.223058922,3,0,51-75,Low,New
821,826792944,ACC142576,23/04/2025 15:10,15,no answer,56,366206.4533,0,4,0,51-75,High,New
822,893195852,ACC177206,28/04/2025 12:57,12,answering machine,75,268481.7931,14.94141392,1,0,51-75,Medium-High,Loyal
823,814354039,ACC346010,30/04/2025 14:58,14,no answer,50,254599.9433,4.967980503,5,0,36-50,Medium-Low,Established
824,816644955,ACC653721,25/04/2025 15:48,15,answer,47,350309.7691,9.928659562,2,1,36-50,High,Established
825,825010746,ACC298507,16/04/2025 16:17,16,no answer,51,319744.2787,9.202271345,2,0,51-75,Medium-High,Established
826,864586226,ACC648074,07/04/2025 12:48,12,no answer,48,177979.6971,7.39169718,3,0,36-50,Low,Established
827,871136471,ACC171939,22/04/2025 11:41,11,callback error,47,203814.4147,0,3,0,36-50,Medium-Low,New
828,842014745,ACC172914,11/04/2025 10:55,10,answer,57,322584.0602,0,3,0,51-75,Medium-High,New
829,872436252,ACC813007,18/04/2025 15:27,15,answer,44,268064.5335,7.670577666,5,0,36-50,Medium-Low,Established
830,831835438,ACC961232,28/04/2025 16:35,16,answer,39,428870.4595,10.93600005,2,0,36-50,High,Loyal
831,844595903,ACC328327,18/04/2025 13:12,13,answer,36,413521.6551,2.524409772,1,1,36-50,High,New
832,862338933,ACC834762,07/04/2025 13:22,13,answer,46,287489.2712,3.453835935,5,0,36-50,Medium-High,New
833,815136865,ACC498519,02/04/2025 11:51,11,answer,46,452459.7663,26.89262263,4,1,36-50,High,Long-term
834,898907757,ACC967915,08/04/2025 12:19,12,answer,65,311348.378,0,5,0,51-75,Medium-High,New
835,865668251,ACC200761,14/04/2025 09:06,9,answer,27,155792.6829,6.252239286,4,0,25-35,Low,Established
836,884854402,ACC920913,10/04/2025 12:02,12,no answer,59,324319.4652,18.02936658,1,0,51-75,Medium-High,Long-term
837,897691953,ACC642958,21/04/2025 11:35,11,answering machine,48,94636.06865,8.204691934,4,1,36-50,Low,Established
838,867605023,ACC157802,03/04/2025 13:40,13,answer,25,369528.3005,5.556548033,2,0,25-35,High,Established
839,893310205,ACC645959,21/04/2025 12:28,12,no answer,34,372065.9236,20.0854894,3,1,25-35,High,Long-term
840,829334564,ACC819563,24/04/2025 13:52,13,answer,45,87968.39498,21.21397815,4,1,36-50,Low,Long-term
841,830123467,ACC531740,09/04/2025 15:46,15,answer,34,221275.2562,8.612732938,1,1,25-35,Medium-Low,Established
842,814845546,ACC937553,18/04/2025 16:39,16,no answer,55,327932.4253,7.522733029,2,0,51-75,Medium-High,Established
843,821234242,ACC673121,07/04/2025 09:20,9,silence,43,179854.2531,4.353272537,5,1,36-50,Low,Established
844,870016034,ACC241388,07/04/2025 15:27,15,answer,56,233929.0808,0,2,0,51-75,Medium-Low,New
845,813610822,ACC315423,08/04/2025 13:04,13,answer,50,238813.3741,8.768825582,3,0,36-50,Medium-Low,Established
846,813882391,ACC490775,25/04/2025 13:39,13,answering machine,71,282627.5696,0,5,0,51-75,Medium-High,New
847,836655744,ACC268907,30/04/2025 10:52,10,no answer,62,191465.3925,13.7471076,3,1,51-75,Low,Loyal
848,856928404,ACC834280,07/04/2025 10:57,10,general error,25,306285.1042,10.63709144,3,0,25-35,Medium-High,Loyal
849,837871637,ACC663433,14/04/2025 15:12,15,answering machine,52,372535.1868,16.35741999,4,0,51-75,High,Long-term
850,858443312,ACC251362,18/04/2025 14:59,14,no answer,47,270241.6313,16.48116852,2,1,36-50,Medium-High,Long-term
851,857025803,ACC948019,28/04/2025 15:01,15,answer,47,211469.8993,13.70951339,3,1,36-50,Medium-Low,Loyal
852,816716583,ACC772983,22/04/2025 10:22,10,answering machine,42,330636.6355,12.7103458,1,0,36-50,Medium-High,Loyal
853,877972863,ACC395239,22/04/2025 13:49,13,answer,47,239354.7228,21.27041574,3,0,36-50,Medium-Low,Long-term
854,851309054,ACC501263,09/04/2025 11:22,11,answer,44,176421.5652,15.87915678,2,0,36-50,Low,Loyal
855,828422274,ACC646338,09/04/2025 15:27,15,no answer,36,243248.168,8.092591622,3,1,36-50,Medium-Low,Established
856,854905614,ACC345933,30/04/2025 13:45,13,no answer,32,282741.1912,3.25039009,2,1,25-35,Medium-High,New
857,839162570,ACC639373,10/04/2025 11:45,11,answering machine,38,147917.9741,15.59120431,5,1,36-50,Low,Loyal
858,819227865,ACC401754,28/04/2025 11:14,11,callback error,68,486020.2014,0,1,0,51-75,High,New
859,820770485,ACC966357,28/04/2025 10:32,10,answering machine,53,384048.95,6.741750963,5,1,51-75,High,Established
860,857962364,ACC928255,23/04/2025 15:03,15,answer,53,166822.8404,0,4,0,51-75,Low,New
861,872317715,ACC306296,21/04/2025 12:18,12,answer,39,268916.4043,0,4,1,36-50,Medium-High,New
862,885765370,ACC218931,29/04/2025 09:46,9,callback error,61,399745.5498,0,3,0,51-75,High,New
863,863385481,ACC857040,18/04/2025 10:40,10,answer,56,210019.179,18.56417586,1,1,51-75,Medium-Low,Long-term
864,866609454,ACC285578,15/04/2025 10:20,10,busy,59,237405.9422,22.32128626,4,1,51-75,Medium-Low,Long-term
865,869890672,ACC227556,30/04/2025 12:09,12,answer,42,225653.6986,10.55608939,3,1,36-50,Medium-Low,Loyal
866,835403030,ACC452198,29/04/2025 09:01,9,no answer,42,136906.8264,15.58694232,2,1,36-50,Low,Loyal
867,891482211,ACC501198,07/04/2025 13:07,13,answer,45,258189.427,20.90678082,4,1,36-50,Medium-Low,Long-term
868,886517565,ACC379658,01/04/2025 14:25,14,general error,33,187644.0981,7.248653132,5,0,25-35,Low,Established
869,861808586,ACC968843,21/04/2025 15:22,15,dropped,59,444407.2392,0,1,0,51-75,High,New
870,814161600,ACC350537,21/04/2025 14:59,14,answering machine,61,261015.7332,4.638837567,2,0,51-75,Medium-Low,Established
871,877334582,ACC375634,02/04/2025 13:04,13,answer,52,190210.5023,15.46841583,2,1,51-75,Low,Loyal
872,891542018,ACC854391,07/04/2025 16:58,16,answer,43,378961.8288,0,3,0,36-50,High,New
873,868718367,ACC222944,29/04/2025 10:26,10,answering machine,49,306747.4103,11.96283843,2,0,36-50,Medium-High,Loyal
874,814830576,ACC791502,22/04/2025 09:03,9,busy,36,184630.7602,11.03914205,2,1,36-50,Low,Loyal
875,825740024,ACC198716,30/04/2025 10:28,10,answer,54,111682.5766,21.17688796,5,1,51-75,Low,Long-term
876,870997014,ACC121717,15/04/2025 11:01,11,answer,43,153277.0094,18.73522044,5,1,36-50,Low,Long-term
877,868252795,ACC914170,04/04/2025 10:15,10,callback error,45,215008.1197,24.71386521,5,1,36-50,Medium-Low,Long-term
878,879771842,ACC445261,09/04/2025 10:22,10,no answer,41,289797.1499,7.929194935,2,1,36-50,Medium-High,Established
879,871862006,ACC155083,11/04/2025 13:17,13,answer,43,173683.081,12.79677881,1,1,36-50,Low,Loyal
880,860594277,ACC606687,28/04/2025 13:05,13,answer,54,262788.2196,0.751507528,3,0,51-75,Medium-Low,New
881,824194851,ACC148971,21/04/2025 13:41,13,answer,52,228218.6396,11.23174398,5,1,51-75,Medium-Low,Loyal
882,817151644,ACC668418,25/04/2025 14:13,14,wrong party,50,317195.7633,16.03487884,3,0,36-50,Medium-High,Loyal
883,872574962,ACC552398,03/04/2025 11:31,11,no answer,63,416074.0041,0,5,0,51-75,High,New
884,819600671,ACC615221,02/04/2025 16:35,16,no answer,71,329739.4695,12.6248698,2,0,51-75,Medium-High,Loyal
885,839515136,ACC618974,21/04/2025 16:37,16,answering machine,38,436360.9041,2.680205689,2,0,36-50,High,New
886,837609710,ACC930252,07/04/2025 13:12,13,answer,52,214977.6823,0.650644855,3,1,51-75,Medium-Low,New
887,871188350,ACC608466,15/04/2025 09:34,9,callback error,41,166694.2331,9.66111883,2,1,36-50,Low,Established
888,847542571,ACC637551,07/04/2025 14:48,14,answering machine,44,198131.7786,0,4,0,36-50,Low,New
889,874874844,ACC678207,28/04/2025 12:46,12,no answer,72,383509.1982,1.278740245,4,0,51-75,High,New
890,874010070,ACC493412,11/04/2025 09:27,9,no answer,39,365488.1098,6.540218475,5,0,36-50,High,Established
891,835238150,ACC915564,16/04/2025 15:03,15,no answer,58,264766.0392,3.809362762,3,0,51-75,Medium-Low,New
892,810797104,ACC201910,25/04/2025 15:39,15,no answer,50,206538.4748,4.449064203,3,0,36-50,Medium-Low,Established
893,821034162,ACC637292,15/04/2025 09:42,9,answering machine,31,119942.7526,27.68078609,5,1,25-35,Low,Long-term
894,877022872,ACC842832,28/04/2025 13:09,13,answer,38,140992.5577,22.32334667,1,1,36-50,Low,Long-term
895,865507170,ACC336806,14/04/2025 12:46,12,answer,35,357727.2582,0,3,0,25-35,High,New
896,813523430,ACC454948,21/04/2025 12:35,12,answer,35,283978.348,13.43248314,3,0,25-35,Medium-High,Loyal
897,847725386,ACC598539,21/04/2025 14:42,14,answer,25,215447.2824,21.58820835,4,1,25-35,Medium-Low,Long-term
898,853333384,ACC920222,15/04/2025 12:36,12,answer,50,132172.2481,15.12031214,3,1,36-50,Low,Loyal
899,892005898,ACC998821,23/04/2025 15:23,15,answer,73,418381.5352,2.610234877,3,0,51-75,High,New
900,817464644,ACC319768,21/04/2025 11:26,11,no answer,45,195215.1614,9.982742107,3,1,36-50,Low,Established
901,834447665,ACC784303,11/04/2025 13:18,13,no answer,37,369850.5645,0,4,0,36-50,High,New
902,827189782,ACC759733,23/04/2025 12:06,12,answer,35,113194.3023,9.363325793,4,0,25-35,Low,Established
903,826854149,ACC139618,25/04/2025 14:10,14,invalid number,37,222499.7656,1.954709001,3,0,36-50,Medium-Low,New
904,853491700,ACC854352,18/04/2025 15:41,15,answering machine,34,294856.5495,7.850455542,2,0,25-35,Medium-High,Established
905,815549730,ACC283300,17/04/2025 11:24,11,answer,61,334867.0233,0,4,0,51-75,High,New
906,831840168,ACC383997,29/04/2025 10:03,10,callback error,61,324439.548,4.852199877,3,0,51-75,Medium-High,Established
907,880103781,ACC540178,21/04/2025 10:45,10,no answer,29,273517.2793,2.150615833,2,1,25-35,Medium-High,New
908,856410289,ACC220620,21/04/2025 11:53,11,cancel record,52,122688.9484,16.5704529,4,1,51-75,Low,Long-term
909,888847171,ACC283543,17/04/2025 15:08,15,no answer,67,310401.3507,2.015412524,3,0,51-75,Medium-High,New
910,811217954,ACC752306,25/04/2025 14:27,14,no answer,66,245349.0136,14.1581896,4,0,51-75,Medium-Low,Loyal
911,858103059,ACC122105,10/04/2025 11:06,11,no answer,75,414625.706,10.30453775,3,0,51-75,High,Loyal
912,832155618,ACC653144,14/04/2025 13:32,13,no answer,38,296710.8585,20.37710457,3,0,36-50,Medium-High,Long-term
913,896786999,ACC548932,14/04/2025 13:53,13,answer,75,150317.1034,0,4,1,51-75,Low,New
914,823963202,ACC765682,29/04/2025 10:42,10,no answer,47,208253.859,0,4,0,36-50,Medium-Low,New
915,840076104,ACC553593,21/04/2025 12:11,12,answer,45,138413.9914,3.829285884,3,1,36-50,Low,New
916,835624445,ACC482715,21/04/2025 14:10,14,answer,53,362147.3297,11.01150432,2,0,51-75,High,Loyal
917,828759314,ACC401405,14/04/2025 10:20,10,no answer,36,307446.8189,0,2,1,36-50,Medium-High,New
918,820559327,ACC693951,18/04/2025 12:21,12,answer,50,330597.0546,1.393944672,2,0,36-50,Medium-High,New
919,824710695,ACC622928,30/04/2025 12:24,12,no answer,55,431219.3833,2.089932688,4,0,51-75,High,New
920,865033878,ACC489791,07/04/2025 16:14,16,no answer,66,227799.4733,2.196305322,2,0,51-75,Medium-Low,New
921,862328219,ACC288888,04/04/2025 13:20,13,answering machine,64,210343.7231,10.59348654,5,1,51-75,Medium-Low,Loyal
922,881104616,ACC204574,11/04/2025 15:06,15,wrong number,42,249902.6358,15.38015216,3,1,36-50,Medium-Low,Loyal
923,846550392,ACC402758,17/04/2025 09:10,9,stale,75,453166.7792,1.718736094,1,0,51-75,High,New
924,869388515,ACC128091,14/04/2025 15:51,15,answering machine,53,267161.2553,9.550321828,3,0,51-75,Medium-Low,Established
925,812173418,ACC713197,14/04/2025 09:55,9,no answer,62,316350.7262,8.340926761,3,0,51-75,Medium-High,Established
926,872937861,ACC861974,04/04/2025 11:56,11,no answer,25,209282.0033,20.87145583,3,1,25-35,Medium-Low,Long-term
927,831073979,ACC253634,28/04/2025 13:51,13,answer,54,286613.1641,0,1,0,51-75,Medium-High,New
928,853374957,ACC913096,04/04/2025 12:33,12,answer,40,187385.1038,23.88662383,4,1,36-50,Low,Long-term
929,874338946,ACC520692,07/04/2025 14:33,14,no answer,46,324323.1647,0,4,1,36-50,Medium-High,New
930,858090602,ACC258695,10/04/2025 09:31,9,no answer,75,364677.9249,0,5,0,51-75,High,New
931,810935028,ACC524238,14/04/2025 15:38,15,no answer,28,120501.8569,11.25874249,3,1,25-35,Low,Loyal
932,872317980,ACC725612,11/04/2025 12:43,12,answer,31,181858.1838,16.24248915,3,1,25-35,Low,Long-term
933,892696160,ACC935504,07/04/2025 09:20,9,answer,25,206874.6455,0,2,1,25-35,Medium-Low,New
934,828175449,ACC883270,28/04/2025 09:24,9,answer,65,211733.0919,25.47995623,5,0,51-75,Medium-Low,Long-term
935,830532481,ACC716337,22/04/2025 16:59,16,no answer,75,392506.4659,8.002708557,3,0,51-75,High,Established
936,870771132,ACC470452,11/04/2025 09:12,9,answer,43,183367.243,24.85493153,3,1,36-50,Low,Long-term
937,816804937,ACC962712,24/04/2025 14:26,14,no answer,30,170228.2524,3.271572654,2,1,25-35,Low,New
938,831764655,ACC173837,23/04/2025 13:58,13,no answer,37,304218.7401,8.742633322,4,1,36-50,Medium-High,Established
939,855650316,ACC694635,11/04/2025 14:53,14,no answer,27,201029.6848,4.888765988,3,0,25-35,Low,Established
940,842978957,ACC758651,21/04/2025 10:50,10,no answer,34,271694.3146,5.161657438,4,0,25-35,Medium-High,Established
941,812118946,ACC598347,14/04/2025 12:03,12,no answer,53,408302.9511,0,2,0,51-75,High,New
942,858210878,ACC979003,14/04/2025 13:13,13,answer,29,280815.8044,4.204017643,1,0,25-35,Medium-High,Established
943,875114420,ACC687355,07/04/2025 16:54,16,no answer,72,225941.8349,7.40632059,1,0,51-75,Medium-Low,Established
944,854337247,ACC650114,10/04/2025 13:22,13,answer,42,85921.80607,14.05523966,4,0,36-50,Low,Loyal
945,842347831,ACC690311,22/04/2025 13:00,13,answer,48,273988.7723,12.26791444,5,1,36-50,Medium-High,Loyal
946,864901893,ACC481025,17/04/2025 15:10,15,busy,51,232085.6045,7.191837761,2,0,51-75,Medium-Low,Established
947,854062204,ACC128351,28/04/2025 13:25,13,answer,57,333384.6399,13.83465738,5,1,51-75,High,Loyal
948,833355714,ACC838208,18/04/2025 16:32,16,answering machine,52,215666.5687,22.05430885,5,1,51-75,Medium-Low,Long-term
949,818111151,ACC785700,28/04/2025 14:57,14,callback error,52,300704.2376,0,1,1,51-75,Medium-High,New
950,836424954,ACC108409,30/04/2025 13:39,13,answer,50,182706.9369,4.59933727,3,1,36-50,Low,Established
951,829498576,ACC487918,03/04/2025 11:40,11,answer,47,440477.6317,5.225167237,4,0,36-50,High,Established
952,865163124,ACC135044,17/04/2025 12:47,12,answer,49,454669.8427,12.8502672,1,1,36-50,High,Loyal
953,848616755,ACC514464,30/04/2025 13:59,13,no answer,38,207147.9899,7.381306365,4,1,36-50,Medium-Low,Established
954,816963434,ACC484548,15/04/2025 12:02,12,answer,46,222784.8749,24.6906247,5,1,36-50,Medium-Low,Long-term
955,838707297,ACC903581,21/04/2025 11:49,11,general error,42,270082.8636,25.13733116,3,1,36-50,Medium-High,Long-term
956,882287632,ACC674723,02/04/2025 11:28,11,answer,37,209165.4068,14.16391486,3,1,36-50,Medium-Low,Loyal
957,885037148,ACC153797,14/04/2025 12:55,12,callback error,36,180492.3364,11.06699842,3,1,36-50,Low,Loyal
958,859371353,ACC357744,07/04/2025 09:02,9,answer,49,124326.4075,21.97913717,3,1,36-50,Low,Long-term
959,849214010,ACC782648,07/04/2025 10:16,10,no answer,65,209470.4859,0,1,0,51-75,Medium-Low,New
960,890667150,ACC335153,28/04/2025 15:57,15,invalid number,56,260069.0427,13.20777278,3,0,51-75,Medium-Low,Loyal
961,898987548,ACC201313,09/04/2025 09:32,9,wrong party,31,222054.8525,17.05349742,2,1,25-35,Medium-Low,Long-term
962,817986738,ACC650442,30/04/2025 09:42,9,answering machine,60,50000,4.598015314,3,0,51-75,Low,Established
963,834941763,ACC166483,21/04/2025 14:16,14,cancel record,40,282836.0831,0.554525299,2,1,36-50,Medium-High,New
964,810374487,ACC201754,07/04/2025 15:00,15,no answer,51,239371.8855,9.522516705,2,0,51-75,Medium-Low,Established
965,829084098,ACC589147,03/04/2025 15:29,15,answer,34,365869.8731,9.049600362,4,1,25-35,High,Established
966,816744298,ACC680252,22/04/2025 09:49,9,answering machine,45,273408.3963,3.589634477,4,1,36-50,Medium-High,New
967,851099794,ACC567822,14/04/2025 13:05,13,answer,48,84362.57057,30,3,1,36-50,Low,Long-term
968,837990736,ACC563844,14/04/2025 14:20,14,answer,25,50000,10.11222769,4,1,25-35,Low,Loyal
969,826579855,ACC743033,28/04/2025 14:27,14,no answer,50,166367.5715,4.247343559,3,0,36-50,Low,Established
970,858839913,ACC417095,14/04/2025 11:34,11,answering machine,64,231879.1732,7.428871343,3,0,51-75,Medium-Low,Established
971,834450346,ACC398642,09/04/2025 16:42,16,answer,49,387699.5941,13.70592179,4,0,36-50,High,Loyal
972,886129386,ACC280621,25/04/2025 15:53,15,no answer,59,220631.3087,13.96051622,3,1,51-75,Medium-Low,Loyal
973,889323165,ACC566750,04/04/2025 09:01,9,stale,40,314413.6761,17.38893853,2,0,36-50,Medium-High,Long-term
974,871006462,ACC165115,14/04/2025 11:11,11,answer,54,99833.23527,8.918597948,4,0,51-75,Low,Established
975,829766558,ACC262237,01/04/2025 12:52,12,silence,25,369499.7946,19.48558507,1,0,25-35,High,Long-term
976,819041818,ACC522792,10/04/2025 10:26,10,no answer,75,323747.5381,13.5754936,3,0,51-75,Medium-High,Loyal
977,841546012,ACC650531,28/04/2025 16:20,16,no answer,75,203305.1625,11.8236759,2,0,51-75,Low,Loyal
978,850152034,ACC211368,08/04/2025 16:06,16,wrong party,44,383282.4047,11.35140064,1,0,36-50,High,Loyal
979,879913733,ACC556448,21/04/2025 16:39,16,answer,25,227579.564,20.58535434,4,1,25-35,Medium-Low,Long-term
980,815003150,ACC481500,14/04/2025 14:21,14,answering machine,51,314018.2369,1.149598006,3,0,51-75,Medium-High,New
981,877819989,ACC394242,08/04/2025 12:30,12,answer,25,161593.9171,8.630635847,5,0,25-35,Low,Established
982,868379643,ACC720949,22/04/2025 16:25,16,no answer,51,365354.9785,20.00983234,3,1,51-75,High,Long-term
983,832803001,ACC346205,24/04/2025 12:01,12,answer,48,145410.1028,23.77416369,4,1,36-50,Low,Long-term
984,873030481,ACC162640,17/04/2025 13:20,13,silence,43,396905.7588,0,4,1,36-50,High,New
985,815241978,ACC514028,14/04/2025 16:23,16,answer,58,313092.3146,12.33872634,3,0,51-75,Medium-High,Loyal
986,895567270,ACC230721,07/04/2025 10:43,10,callback error,75,381446.1237,0,2,0,51-75,High,New
987,813844469,ACC611893,23/04/2025 12:23,12,no answer,57,421752.619,3.676163612,1,0,51-75,High,New
988,830172720,ACC768044,28/04/2025 12:08,12,no answer,61,382655.4055,5.756824588,4,0,51-75,High,Established
989,847972775,ACC497427,18/04/2025 10:37,10,answer,26,266131.5733,23.95168153,3,0,25-35,Medium-Low,Long-term
990,817151794,ACC728809,02/04/2025 16:31,16,wrong party,54,104508.1158,16.7229292,2,1,51-75,Low,Long-term
